Institution Name,Region,Institution Type,Country,Fiscal Year,Sub-Type
BANK JULIUS BAER & CO AG.,Europe & Middle East,Banks / Corporates,,,
Bank Negara Malaysia,Asia,Central Banks / Official Institutions,,,
Central Bank of Brazil,Americas,Central Banks / Official Institutions,,,
Central Bank of Indonesia (Bank of Indonesia),Asia,Central Banks / Official Institutions,,,
Chubb Insurance,Europe,Insurance / Pension,,,
Credit Suisse Asset Mgmt.,Europe & Middle East,Asset Managers,,,
Credit Suisse Private Bank,Europe & Middle East,Banks / Corporates,,,
Deutsche Asset Management Americas (DWS Investments),Europe & Middle East,Asset Managers,,,
Government of Singapore Inv. Corp. (GIC),Asia,Central Banks / Official Institutions,,,
HSBC,Europe & Middle East,Banks / Corporates,,,
Korean Investment Corporation (KIC),Asia,Central Banks / Official Institutions,,,
Natixis AM,Europe & Middle East,Asset Managers,,,
Pictet & Cie.,Europe & Middle East,Asset Managers,,,
Swiss Canto AM,Europe & Middle East,Asset Managers,,,
TD,Americas,Banks / Corporates,,,
UBS Asset Management,Europe & Middle East,Asset Managers,,,
Union Bancaire Privee (UBP),Europe & Middle East,Banks / Corporates,,,
VONTOBEL AG,Europe & Middle East,Asset Managers,,,
Allianz,Asia,Asset Managers,,,
Allianz,Asia,Asset Managers,,,
Australia and New Zealand Banking Group (ANZ),Asia,Banks / Corporates,,,
BANK JULIUS BAER & CO AG.,Europe & Middle East,Banks / Corporates,,,
BANK JULIUS BAER & CO AG.,Europe & Middle East,Banks / Corporates,,,
Bank Negara Malaysia,Asia,Central Banks / Official Institutions,,,
Bank of Singapore,Asia,Banks / Corporates,,,
BANK SAL OPPENHEIMER JR&CO,Europe & Middle East,Banks / Corporates,,,
Banque Degroof,Europe & Middle East,Banks / Corporates,,,
Banque Delen,Europe & Middle East,Asset Managers,,,
Bauer UK Magazine GmbH,Europe & Middle East,Banks / Corporates,,,
Central Bank of Brunei (Brunei Investment Agency),Asia,Central Banks / Official Institutions,,,
Central Bank of Uruguay ,Americas,Central Banks / Official Institutions,,,
Deutsche Bank,Europe & Middle East,Banks / Corporates,,,
Deutsche Bank,Europe & Middle East,Banks / Corporates,,,
Development Bank of Singapore (DBS),Asia,Banks / Corporates,,,
Fidelity ,Americas,Asset Managers,,,
Franklin Templeton Investment Management Limited,Europe & Middle East,Asset Managers,,,
Gavekal,Asia,Asset Managers,,,
Goldman Sachs ,Europe & Middle East,Banks / Corporates,,,
Guinness Atkinson FM,Europe & Middle East,Asset Managers,,,
Harel Pia Mutual Funds,Europe & Middle East,Asset Managers,,,
Harel Pia Mutual Funds,Europe & Middle East,Asset Managers,,,
Hong Kong Mortgage Corporation Limited,Asia,Central Banks / Official Institutions,,,
HSBC ,Asia,Banks / Corporates,,,
HSBC ,Asia,Banks / Corporates,,,
HSBC ,Europe & Middle East,Banks / Corporates,,,
HSBC ,Asia,Banks / Corporates,,,
HSBC Asset Management,Asia,Asset Managers,,,
Invesco Powershare,Americas,Asset Managers,,,
Manulife ,Americas,Asset Managers,,,
Pension Danmark,Europe & Middle East,Asset Managers,,,
Pictet & Cie.,Europe & Middle East,Banks / Corporates,,,
Union Bancaire Privee (UBP),Europe & Middle East,Banks / Corporates,,,
Wharton Asset Management,Europe & Middle East,Asset Managers,,,
Zurcher Kantonalbank,Europe & Middle East,Banks / Corporates,,,
Zurcher Kantonalbank,Europe & Middle East,Banks / Corporates,,,
Amundi Asset Mgmt - Paris,Europe,Asset Managers,,,
State Administration of Foreign Exchange (SAFE),Asia,Central Banks / Official Institutions,,,
Deutsche Bundesbank (NCB),Europe,Central Banks / Official Institutions,,,
Mariner,Americas,Asset Managers,,,
DZ Bank - Frankfurt,Europe,Bank Treasury / Corporates,,,
GMSA Invs Ltd,Europe,Asset Managers,,,
Delta Lloyd - Insurance,Europe,Insurance / Pension Funds,,,
Central Bank of Norway (Norges Bank),Europe,Central Banks / Official Institutions,,,
Banca Profilo - Milan,Europe,Bank Treasury / Corporates,,,
"Vanguard Group, The - Mutual Fund",Americas,Asset Managers,,,
Societe Generale S.A.,Europe,Bank Treasury / Corporates,,,
Association Generale de Prevoyance Militaire,Europe,Insurance / Pension Funds,,,
IMI Co-lead,Europe,Bank Treasury / Corporates,,,
Credit Suisse Private Banking - Zurich - ILS,Europe,Bank Treasury / Corporates,,,
BC Capital Mgmt Services Ltd - London,Europe,Asset Managers,,,
Muenchener Verein Versicherungsgruppe,Europe,Insurance / Pension Funds,,,
Central Bank of Korea (Bank of Korea),Asia,Central Banks / Official Institutions,,,
Medigest SA,Europe,Asset Managers,,,
Groupama Asset Mgmt - Paris,Europe,Insurance / Pension Funds,,,
Vaudoise Vie Compagnie d Assurances SA,Europe,Insurance / Pension Funds,,,
Jane Street Europe Ltd,Europe,Asset Managers,,,
Union Investment Privatfonds GmbH,Europe,Asset Managers,,,
Abu Dhabi Investment Authority (ADIA),Middle East and Africa,Central Banks / Official Institutions,,,
Aegon,Europe,Insurance / Pension,,,
AP2,Europe,Pension,,,
APG,Europe,Pension,,,
Barclays Treasury,Europe,Bank / Bank Treasuries /Corporates,,,
Blackrock,Americas,Asset Managers,,,
CA-CIB X1,X,X,,,
CA-CIB X2,X,X,,,
Caisse Centrale de Reassurance,Europe,Insurance / Pension,,,
Central Bank of Norway (Norges Bank),Europe,Central Banks / Official Institutions,,,
Ikea (Captar),Europe,Bank / Bank Treasuries /Corporates,,,
MS X1,X,X,,,
Natixis AM,Europe,Asset Managers,,,
Pictet & Cie.,Europe,Asset Managers,,,
Prado/Agicam,Europe,Insurance / Pension,,,
SEB IM,Europe,Asset Managers,,,
SNS Asset Management,Europe,Asset Managers,,,
Standish Mellon AM,Americas,Asset Managers,,,
UBS Asset Management,Europe,Asset Managers,,,
V&P Bank Liechtenstein,Europe,Banks / Corporates,,,
Zurich Insurance,Europe,Insurance / Pension,,,
Allianz,Europe,Insurance,,,
Banca Profilo ,Europe,Banks / Corporates,,,
Banca Profilo ,Europe,Banks / Corporates,,,
Bank of England,Europe,Central Banks / Official Institutions,,,
BANK SARASIN,Europe,Banks / Corporates,,,
Banque Degroof ,Europe,Banks / Corporates,,,
BHF-Bank AG,Europe,Banks / Corporates,,,
BNP Paribas Asset Management,Europe,Asset Managers,,,
BNP Paribas Asset Management,Europe,Asset Managers,,,
BOA,Europe,Banks / Corporates,,,
CIM Banque S.A.,Europe,Banks / Corporates,,,
DEKA Investment Management,Europe,Asset Managers,,,
DELTA LLOYD AM,Europe,Insurance,,,
Donner & Reuschel Aktien Gesellschaft,Europe,Banks / Corporates,,,
Fidelity,Europe,Asset Managers,,,
Goldman Sachs ,Europe,Banks / Corporates,,,
Helvetia Patria Versicherungen,Europe,Insurance,,,
HSBC Asset Management,Europe,Asset Managers,,,
ILMARINEN MUTUAL PENSION INSURANCE COMPANY (SYID ILMAR 999738165),Europe,Pension Funds,,,
Jci Capital Limited (SYID ROCKSCAP),Europe,Asset Managers,,,
Magna Asset Management,Europe,Asset Managers,,,
Marzotto Spa,Europe,Banks / Corporates,,,
Mm Warburg & Co Kgaa (Hamburg),Europe,Banks / Corporates,,,
Nikko AM,Europe,Asset Managers,,,
PFA Pension Forsikrinsaktieselskab,Europe,Pension Funds,,,
R+V Versicherung AG,Europe,Insurance,,,
RBC,Europe,Banks / Corporates,,,
Robeco Institutional Asset Management ,Europe,Asset Managers,,,
SNS BANK NV ,Europe,Banks / Corporates,,,
State Street Global Advisors (SSGA),Europe,Asset Managers,,,
Syntrus AM,Europe,Asset Managers,,,
Wgz Bank AG Westdeutsche Genossenschafts-Zentralbank,Europe,Banks / Corporates,,,
Zurcher Kantonalbank,Europe,Banks / Corporates,,,
AGICAM / AG2R,Europe,Pension,,,
Akros A.M.  ,Europe,Asset Managers,,,
BAILLIE GIFFORD,Europe,Asset Managers,,,
Banca Akros,Europe,Bank Treasury / Corporates,,,
Banca Popolare di Sondrio ,Europe,Bank Treasury / Corporates,,,
BANK JULIUS BAER & CO AG.,Europe,Asset Managers,,,
BANK SCHILLING & CO AG,Europe,Bank Treasury / Corporates,,,
Banque Profile de Gestion,Europe,Bank Treasury / Corporates,,,
Caisse Centrale de Reassurance,Europe,Insurance / Pension ,,,
Cassa di Risparmio di Rimini,Europe,Bank Treasury / Corporates,,,
Central Bank of Austria (Oesterreichische Nationalbank),Europe,Central Banks / Official Institutions,,,
Central Bank of Brazil,Americas,Central Banks / Official Institutions,,,
Central Bank of Brazil,Americas,Central Banks / Official Institutions,,,
Central Bank of China,Asia,Central Banks / Official Institutions,,,
Central Bank of Georgia,Asia,Central Banks / Official Institutions,,,
Central Bank of Georgia,Asia,Central Banks / Official Institutions,,,
Central Bank of Indonesia (Bank of Indonesia),Asia,Central Banks / Official Institutions,,,
Central Bank of Indonesia (Bank of Indonesia),Asia,Central Banks / Official Institutions,,,
Central Bank of Indonesia (Bank of Indonesia),Asia,Central Banks / Official Institutions,,,
Central Bank of Ireland,Europe,Central Banks / Official Institutions,,,
Central Bank of Latvia,Europe,Central Banks / Official Institutions,,,
Central Bank of Papua New Guinea (Bank of Papua New Guinea),Asia,Central Banks / Official Institutions,,,
Central Bank of Peru,Americas,Central Banks / Official Institutions,,,
Central Bank of Serbia,Europe,Central Banks / Official Institutions,,,
Credit Suisse Asset Mgmt.,Europe,Asset Managers,,,
Credit Suisse Private Bank,Europe,Asset Managers,,,
Credit Suisse Private Bank,Europe,Bank Treasury / Corporates,,,
DELTA LLOYD AM,Europe,Asset Managers,,,
Donner & Reuschel Aktien Gesellschaft,Europe,Bank Treasury / Corporates,,,
DZ Bank ,Europe,Bank Treasury / Corporates,,,
DZ Bank ,Europe,Bank Treasury / Corporates,,,
DZ Bank ,Europe,Bank Treasury / Corporates,,,
DZ Treasury,Europe,Bank Treasury / Corporates,,,
EUROPEAN RELIANCE FINANCE S.A. (EURO PISTI),Europe,Insurance / Pension ,,,
EUROPEAN STABILITY MECHANISM,Europe,Central Banks / Official Institutions,,,
Fidelity,Europe,Asset Managers,,,
Government of Canada,Americas,Central Banks / Official Institutions,,,
HSBC ,Europe,Banks / Corporates,,,
HSBC ASSET MANAGEMENT,Europe,Asset Managers,,,
JCI A.M. ,Europe,Asset Managers,,,
Kyoto Bank,Asia,Bank Treasury / Corporates,,,
LGT Bank,Europe,Bank Treasury / Corporates,,,
Lombard Odier,Europe,Bank Treasury / Corporates,,,
Monetary Authority of Singapore (MAS),Asia,Central Banks / Official Institutions,,,
NATIONAL PENSION SERVICE,Asia,Central Banks / Official Institutions,,,
Nomura AM,Europe,Asset Managers,,,
Northern Trust ,Europe,Asset Managers,,,
PHARUS MANAGEMENT SA,Europe,Asset Managers,,,
Pictet & Cie.,Europe,Bank Treasury / Corporates,,,
Pacific Investment Management Company (PIMCO),Americas,Asset Managers,,,
Rabobank,Europe,Bank Treasury / Corporates,,,
Rahn and Bodmer,Europe,Bank Treasury / Corporates,,,
Sacmi SpA    ,Europe,Bank Treasury / Corporates,,,
Saudi Arabian Monetary Agency (SAMA),Middle East & Africa,Central Banks / Official Institutions,,,
Shizouka Bank,Asia,Bank Treasury / Corporates,,,
Standard Chartered Treasury,Europe,Bank Treasury / Corporates,,,
State Street Global Advisors (SSGA),Europe,Asset Managers,,,
SYMPHONIA SGR SPA,Europe,Asset Managers,,,
Travelers,Americas,Insurance / Pension ,,,
UBS,Europe,Bank Treasury / Corporates,,,
Wellington Management Company,Americas,Asset Managers,,,
BERENBERG BANK,Europe,Banks / Corporates,GBP,,
Henderson Global Investors,,,GBP,,
HSBC Treasury,Asia,Banks / Corporates,GBP,,
Renaissance Reinsurance ,Europe,Insurance / Pension,GBP,,
SCOR GLOBAL INVESTMENTS ,Europe,Asset Managers/ Pension / Insurance,GBP,,
Augleichsfonds Der Ahv,Europe,Other,GBP,,
Bank Negara Malaysia,Asia,Central Banks / Official Institutions,GBP,,
Bank of China Hong Kong (BOCHK),Asia,Central Banks / Official Institutions,GBP,,
Barclays ,Europe,Banks / Corporates,GBP,,
Central Bank of Austria (Oesterreichische Nationalbank),Europe,Central Banks / Official Institutions,GBP,,
Central Bank of India (Reserve Bank of India),Asia,Central Banks / Official Institutions,GBP,,
Central Bank of Papua New Guinea (Bank of Papua New Guinea),Asia,Central Banks / Official Institutions,GBP,,
Deutsche Asset Management Americas (DWS Investments),Europe,Asset Managers,GBP,,
RBS Treasury,Europe,Banks / Corporates,GBP,,
Vanguard ,Americas,Asset Managers,GBP,,
Zurcher Kantonalbank,Europe,Banks / Corporates,GBP,,
Central Bank of Indonesia (Bank of Indonesia),Asia,Central Banks / Official Institutions,GBP,,
Central Bank of Indonesia (Bank of Indonesia),Asia,Central Banks / Official Institutions,GBP,,
Central Bank of Ukraine,Europe,Central Banks / Official Institutions,GBP,,
Deutsche Asset Management Americas (DWS Investments),Europe,Fund Managers,GBP,,
Land OLT Swiss Bank ,Europe,Banks,GBP,,
Leeds Building Society,Europe,Banks,GBP,,
Pictet & Cie.,Europe,Banks,GBP,,
RBC ,Europe,Banks,GBP,,
Swiss National Bank,Europe,Central Banks / Official Institutions,GBP,,
Zurcher Kantonalbank,Europe,Banks,GBP,,
Aberdeen Asset Management (UK),Europe,Asset Managers,GBP,,
Deutsche Bank Europe,Europe,Banks / Corporates,GBP,,
STANDARD LIFE ASSURANCE LTD,Americas,Insurance/Pension Funds,GBP,,
DMO RBS Trading,Europe,Banks / Corporates,GBP,,
Donner Bank,Europe,Banks / Corporates,GBP,,
Central Bank of Israel (Bank of Israel),Middle East & Africa,Central Banks / Official Institutions,GBP,,
DEUTSCHE ASSET MANAGEMENT (UK) LIMITED .,Europe,Asset Managers,GBP,,
SCHRODER INVESTMENT MANAGEMENT,Asia,Asset Managers,GBP,,
Wellington Management Company,Americas,Asset Managers,GBP,,
The Vatican,Europe,Central Banks / Official Institutions,GBP,,
Magna Capital Ltd,Europe,Asset Managers,GBP,,
Vanguard Asset Management,Europe,Asset Managers,GBP,,
Saudi Arabian Monetary Agency (SAMA),Middle East & Africa,Central Banks / Official Institutions,GBP,,
Legal & General Inv Mgmt Ltd,Europe,Asset Managers,GBP,,
Account X 1 -RBS Treasury,Europe,Banks / Corporates,GBP,,
Central Bank of Indonesia (Bank of Indonesia),Asia,Central Banks / Official Institutions,GBP,,
Hong Kong Monetary Authority (HKMA),Asia,Central Banks / Official Institutions,GBP,,
Saudi Arabian Monetary Agency (SAMA),Middle East & Africa,Central Banks / Official Institutions,GBP,,
Aberdeen Asset Management (UK),UK,Asset Managers,GBP,,
Acctount X1-RBS,UK,Banks / Corporates,GBP,,
AIG Asset Management (Europe) Limited,UK,Asset Managers,GBP,,
Banca Profilo SpA,Europe,Banks / Corporates,GBP,,
Banque Syz & Co,Europe,Banks / Corporates,GBP,,
British Steel Pension Fund,UK,Insurance / Pension Funds,GBP,,
Citi X1- Treasury,UK,Banks / Corporates,GBP,,
Citibank,Europe,Banks / Corporates,GBP,,
FIL Investment Management Limited,UK,Asset Managers,GBP,,
GMSA Investments Limited,UK,Asset Managers,GBP,,
Henderson Global Investors,UK,Asset Managers,GBP,,
Legal & General Investment Management Ltd,UK,Asset Managers,GBP,,
Lloyds TSB Bank Plc,UK,Banks / Corporates,GBP,,
M&G Investment Management Ltd,UK,Asset Managers,GBP,,
"Mariner Investment Group, LLC",Americas,Asset Managers,GBP,,
Central Bank of Norway (Norges Bank),Europe,Central Banks / Official Institutions,GBP,,
Pictet & Cie,Europe,Asset Managers,GBP,,
QUERCUS INVEST AG (SWITZERLAND),Europe,Asset Managers,GBP,,
R+V Versicherung AG,Europe,Insurance / Pension Funds,GBP,,
Schroders PLC,UK,Asset Managers,GBP,,
Skipton Building Society,UK,Asset Managers,GBP,,
Vanguard Asset Management Ltd,Americas,Asset Managers,GBP,,
Virgin Money PLC,UK,Asset Managers,GBP,,
Augustus AM London (ex Julius Baer),Europe,Fund Managers,GBP,,
Bank Negara Malaysia,Asia,Central Banks / Official Institutions,GBP,,
Banque et Caisse d'Epargne de l'Etat (BCEE) ,Europe,Banks,GBP,,
Blackrock,Americas,Fund Managers,GBP,,
British Steel Pension Fund,Europe,Insurance / Pension,GBP,,
Central Bank of Botswana (Bank of Botswana),Middle East & Africa,Central Banks / Official Institutions,GBP,,
Central Bank of China,Asia,Central Banks / Official Institutions,GBP,,
Central Bank of China,Asia,Central Banks / Official Institutions,GBP,,
Central Bank of Finland (Bank of Finland),Europe,Central Banks / Official Institutions,GBP,,
Central Bank of India (Reserve Bank of India),Asia,Central Banks / Official Institutions,GBP,,
Central Bank of Israel (Bank of Israel),Middle East & Africa,Central Banks / Official Institutions,GBP,,
Central Bank of Korea (Bank of Korea),Asia,Central Banks / Official Institutions,GBP,,
Central Bank of Sri Lanka,Asia,Central Banks / Official Institutions,GBP,,
Co-Operative Bank,Europe,Banks,GBP,,
Dexia Banque Internationale a Luxembourg SA,Europe,Banks,GBP,,
HESSISCHE LANDESBANK,Europe,Banks,GBP,,
Hong Kong Monetary Authority (HKMA),Asia,Central Banks / Official Institutions,GBP,,
PFA Pension Forsikrinsaktieselskab,Europe,Insurance / Pension,GBP,,
"Sanpaolo Bank SA, Luxembourg",Europe,Banks,GBP,,
St Paul Travellers Insurance Company ,Europe,Insurance / Pension,GBP,,
State Administration of Foreign Exchange (SAFE),Asia,Central Banks / Official Institutions,GBP,,
State Street Global Advisors (SSGA),Americas,Asset Managers,GBP,,
UBS Asset Management,Europe,Banks,GBP,,
UBS Asset Management,Europe,Fund Managers,GBP,,
Union Bancaire Privee (UBP),Europe,Fund Managers,GBP,,
Zurcher Kantonalbank,Europe,Banks,GBP,,
BARC(X2) -Standard Chartered Treasury,Europe,Bank / Corporates,GBP,,
Citigroup Treasury London,Europe,Bank / Corporates,GBP,,
Account X 2 - Natwest Treasury,Europe,Bank / Corporates,GBP,,
BlackRock London,Europe,Asset Managers,GBP,,
NatWest Markets Trading,Europe,Bank / Corporates,GBP,,
Co-Operative Bank Ltd,Europe,Bank / Corporates,GBP,,
Norges Bank Investment Management,Europe,Central Banks / Official Institutions,GBP,,
Nationwide Building Society,Europe,Bank / Corporates,GBP,,
Central Bank of Ireland,Europe,Central Banks / Official Institutions,GBP,,
Barclays Bank PLC -Trading,Europe,Bank / Corporates,GBP,,
Legal & General Inv Mgmt Ltd,Europe,Asset Managers,GBP,,
Merrion Private clients,Europe,Asset Managers,GBP,,
